Id,Support,Start,End,Strand,Length,REMNANT_&_PROPHAGE_location,PROPHAGE_ANNOTATION_NEW,SAMYPH_annotation,PSEUDOGENE,SMBGC,Protein_product,Protein_ID,GO_ID,Product_name,Product_Uniprot,MP24,MP30,MP36,MP48,MP72,Ycongo24,Y24,Y48,MM,SAF,NAG,ONA,HT,REGULATED_HT_vs_MM,MP24_RPKLOG2,MP30_RPKLOG2,MP36_RPKLOG2,MP48_RPKLOG2,MP72_RPKLOG2,MM_RPKLOG2,NAG_RPKLOG2,ONA_RPKLOG2,HT_RPKLOG2,SAF_RPKLOG2,Y24_RPKLOG2,Ycongo24_RPKLOG2,Y48_RPKLOG2,CAT_MP24,CAT_MP30,CAT_MP36,CAT_MP48,CAT_MP72,CAT_MM,CAT_NAG,CAT_ONA,CAT_HT,CAT_SAF,CAT_Y24,CAT_Ycongo24,CAT_Y48,FoldChange_HTvsMM,log2FoldChange_HTvsMM,stat_HTvsMM,pvalue_HTvsMM,padj_HTvsMM,FoldChange_NAGvsMM,log2FoldChange_NAGvsMM,stat_NAGvsMM,pvalue_NAGvsMM,padj_NAGvsMM,FoldChange_ONAvsMM,log2FoldChange_ONAvsMM,stat_ONAvsMM,pvalue_ONAvsMM,padj_ONAvsMM,FoldChange_HTvsMP24,log2FoldChange_HTvsMP24,stat_HTvsMP24,pvalue_HTvsMP24,padj_HTvsMP24
SAM23877_RS34645,NZ_CP012382.1,7977407,7978456,-,1050,NA,NA,NA,NA,NA,WP_053141777.1,WP_053141777.1,A0AC17,ABC transporter substrate-binding protein,"Putative ABC-type taurine transport system,periplasmic component",17,12,122,19,3,31,53,10,20,5,224,4,11,False,4.1,3.6,6.9,4.3,1.9,4.3,7.7,2.3,3.5,2.5,5.7,4.9,3.4,0,0,1,0,0,0,2,0,0,0,1,1,0,0.803,-0.317,-0.922,0.356344607568048,0.544353274421706,4.254,2.089,3.33,0.000869,0.00691,0.47,-1.09,-2.117,0.0342,0.0983,0.706,-0.502,-0.687999999999999,0.491555490618491,0.54721317570376
SAM23877_RS34650,NZ_CP012382.1,7978512,7979372,-,861,NA,NA,NA,NA,NA,WP_053141778.1,WP_053141778.1,A0AC16,ABC transporter permease,"Putative ABC-type nitrate/sulfonate/bicarbonate transport system, permease component",32,61,66,20,17,132,146,14,28,27,197,11,15,False,5.3,6.2,6.3,4.6,4.4,5.1,7.8,3.8,4.2,5,7.4,7.3,4.1,1,1,1,0,0,0,2,0,0,0,1,1,0,0.755,-0.406,-1.264,0.206060778647857,0.372961840441675,4.907,2.295,4.32899999999999,0.000015,0.000242,0.61,-0.713,-1.873,0.0611,0.152020329800017,0.507,-0.979,-1.847,0.0648,0.0885
SAM23877_RS34655,NZ_CP012382.1,7979725,7980870,-,1146,NA,NA,NA,NA,NA,WP_079030863.1,WP_079030863.1,A0AC15,homoserine O-acetyltransferase,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA),2,2,56,11,3,1,1,2,5,1,431,0,6,False,1.4,1.4,5.6,3.4,1.8,2.4,8.6,-0.2,2.6,0.8,0.8,0.8,1.4,0,0,1,0,0,0,2,0,0,0,0,0,0,1.061,0.086,0.273,0.784746881638018,0.88323735787564,61.4,5.94,7.19,0.00000000000065,0.0000000000736,0.208,-2.263,-2.83199999999999,0.00462,0.0206,2.76,1.465,2.073,0.0382,0.0545
SAM23877_RS34660,NZ_CP012382.1,7980867,7982228,-,1362,NA,NA,NA,NA,NA,WP_079030600.1,WP_079030600.1,A0AC14,bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylase,Methionine gamma-lyase (EC 4.4.1.11) (Putative O-acetylhomoserine sulfhydrylase),4,3,196,80,28,6,9,10,50,46,6160,18,81,False,1.9,1.6,7.2,5.9,4.4,5.2,12.1,3.8,5.9,5.1,2.9,2.4,3,0,0,1,1,0,0,3,0,1,0,0,0,0,1.206,0.27,0.842999999999999,0.399121123269656,0.583816540946104,89.184,6.479,7.939,2.04E-015,0.000000000000477,0.602,-0.732,-1.78099999999999,0.075,0.177225640269776,15.822,3.984,5.70399999999999,0.0000000117,0.0000000374
SAM23877_RS34665,NZ_CP012382.1,7982823,7984031,+,1209,NA,NA,NA,NA,NA,WP_053141780.1,WP_053141780.1,A0AC13,S8 family peptidase,Putative alkaline serine protease,7,14,28,803,88,5,7,12,211,525,3602,78,197,False,2.7,3.6,4.6,9.4,6.2,7.5,11.5,6,7.4,8.8,2.7,2.3,3.4,0,0,0,2,1,1,3,1,1,2,0,0,0,0.964,-0.053,-0.198,0.842970256478482,0.918540829888919,14.658,3.874,8.226,1.94E-016,0.0000000000000644,0.467,-1.099,-3.032,0.00243,0.0122,24.027,4.587,10.3409999999999,4.61E-025,5.17E-024
SAM23877_RS41595,NZ_CP012382.1,7984243,7984353,-,111,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,2,0,6,0,0,False,3.2,3.2,3.2,4.2,3.2,4.8,6,3.2,3.2,3.2,3.2,3.2,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.832,-0.266,-0.672,0.501546344451362,0.677148251541835,1.086,0.119,0.484999999999999,0.627493920492064,NA,0.838,-0.256,-0.701999999999999,0.482815091178338,0.66010934700688,0.913,-0.132,-0.127,0.899277925976274,0.917874144090636
SAM23877_RS34670,NZ_CP012382.1,7984445,7985365,+,921,NA,NA,NA,NA,NA,WP_053141782.1,WP_053141782.1,A0AC12,LLM class F420-dependent oxidoreductase,Putative monooxygenase,18,18,60,128,41,28,31,83,90,47,532,7,28,True_Repressed in HT (vs MM),4.4,4.4,6,7.1,5.5,6.6,9.2,3.1,5,5.7,5.1,5,6.5,0,0,1,1,1,1,2,0,0,1,1,1,1,0.376,-1.413,-3.944,0.0000801,0.00061,5.202,2.379,6.48899999999999,0.0000000000862,0.00000000594,0.09,-3.478,-6.78099999999999,0.0000000000119,0.000000000394,1.535,0.618,1.65799999999999,0.0974,0.128257861608543
SAM23877_RS34675,NZ_CP012382.1,7985737,7987005,+,1269,NA,NA,NA,NA,NA,WP_053141784.1,WP_053141784.1,A0AC11,sulfite oxidase,Putative sulfite oxidase,17,14,300,104,19,32,37,24,538,81,1165,24,80,True_Repressed in HT (vs MM),3.8,3.6,7.9,6.4,4,8.7,9.8,4.3,6,6,4.9,4.7,4.3,0,0,2,1,0,2,3,0,1,1,1,1,0,0.198,-2.338,-3.781,0.000156,0.00109,1.434,0.52,1.43,0.152852951742092,0.328893832111929,0.057,-4.142,-6.03399999999999,0.0000000016,0.0000000393,3.937,1.977,3.317,0.000908,0.00166
SAM23877_RS34680,NZ_CP012382.1,7987529,7988104,-,576,NA,NA,NA,NA,NA,WP_053141786.1,WP_053141786.1,A0AC10,TetR/AcrR family transcriptional regulator,Putative tetR family transcriptional regulator,88,52,80,114,100,117,93,138,58,66,49,53,73,False,7.3,6.5,7.1,7.6,7.5,6.7,6.4,6.6,7,6.9,7.4,7.7,7.9,1,1,1,1,1,1,1,1,1,1,1,2,2,1.157,0.21,0.815999999999999,0.414647072846878,0.599801359830979,0.892,-0.165,-0.584999999999999,0.558447753583525,0.73797509465649,0.943,-0.085,-0.343999999999999,0.731079822594713,0.847839038586185,0.84,-0.251,-0.762,0.445948955701062,0.502246677595961
SAM23877_RS34685,NZ_CP012382.1,7988209,7989060,+,852,NA,NA,NA,NA,NA,WP_053141788.1,WP_053141788.1,A0AC09,SDR family oxidoreductase,Putative short chain oxidoreductase,51,29,18,41,42,39,26,15,61,49,122,79,75,False,5.9,5.1,4.5,5.6,5.7,6.2,7.2,6.6,6.5,5.9,5,5.6,4.2,1,1,0,1,1,1,1,1,1,1,1,1,0,1.107,0.147,0.509,0.610963651665245,0.760840346985103,1.477,0.563,1.618,0.10561572429088,0.254558187520177,1.148,0.2,0.665,0.506362687232129,0.680710237436641,1.408,0.494,1.04,0.298170615616496,0.351936717899258
SAM23877_RS34690,NZ_CP012382.1,7989311,7989985,-,675,NA,NA,NA,NA,NA,WP_053141790.1,WP_053141790.1,A0AC08,TetR family transcriptional regulator,Putative transcriptional regulator,78,108,70,96,71,179,135,171,36,44,34,44,27,False,6.9,7.3,6.7,7.2,6.7,5.8,5.7,6.1,5.4,6.1,7.7,8.1,8,1,1,1,1,1,1,1,1,0,1,2,2,2,0.85,-0.235,-0.838999999999999,0.401681624925633,0.586700910951027,0.984,-0.024,-0.08,0.936259817327227,0.967591994301143,1.129,0.175,0.636,0.524745875214435,0.695566797031654,0.361,-1.472,-3.64299999999999,0.000269,0.000529
SAM23877_RS34695,NZ_CP012382.1,7990410,7991336,+,927,NA,NA,NA,NA,NA,WP_053141792.1,WP_053141792.1,A0A0K2B5D1,oxidoreductase,Putative oxidoreductase,17,23,17,35,32,36,35,29,32,24,57,41,40,False,4.3,4.7,4.3,5.3,5.2,5.2,6,5.5,5.5,4.8,5.3,5.3,5,0,0,0,0,0,0,1,1,0,0,1,1,0,1.118,0.161,0.601999999999999,0.547417018664216,0.713070566031257,1.423,0.509,1.65799999999999,0.0974,0.240455020185548,1.153,0.205,0.763,0.445327404763266,0.628136067154985,2.202,1.139,3.064,0.00219,0.0038
SAM23877_RS34700,NZ_CP012382.1,7991504,7992520,-,1017,NA,NA,NA,NA,NA,WP_053141794.1,WP_053141794.1,A0AC06,NADPH:quinone oxidoreductase family protein,Putative NADPH:quinone oxidoreductase,57,48,37,75,79,51,49,46,220,79,95,69,97,True_Repressed in HT (vs MM),5.8,5.6,5.2,6.2,6.3,7.8,6.6,6.1,6.6,6.3,5.6,5.7,5.5,1,1,0,1,1,2,1,1,1,1,1,1,1,0.507,-0.979,-3.456,0.000548,0.00327,0.506,-0.982,-3.232,0.00123,0.0092,0.356,-1.492,-4.724,0.00000231,0.0000319,1.674,0.743,2.434,0.0149,0.0228
SAM23877_RS34705,NZ_CP012382.1,7992567,7992932,-,366,NA,NA,NA,NA,NA,WP_053141796.1,WP_053141796.1,A0AC05,MerR family transcriptional regulator,"Putative transcriptional regulator, MerR family",145,248,219,277,140,195,219,135,220,81,63,145,116,False,8.6,9.4,9.2,9.6,8.6,9.2,7.5,8.6,8.3,7.8,9.2,9.1,8.5,2,2,2,2,2,2,1,2,2,2,2,2,2,0.638,-0.649,-2.233,0.0256,0.0781,0.355,-1.495,-3.88,0.000104,0.00123,0.754,-0.407,-1.465,0.142820568926573,0.28412425272566,0.802,-0.318,-0.891,0.372875409080301,0.430037079780803
SAM23877_RS34710,NZ_CP012382.1,7993177,7993851,-,675,NA,NA,NA,NA,NA,WP_053141798.1,WP_053141798.1,A0A0K2B4M8,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,Putative transcriptional regulator,238,157,207,337,343,198,182,180,243,228,148,217,189,False,8.5,7.9,8.3,9,9,8.5,7.8,8.3,8.1,8.4,8.1,8.2,8.1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.839,-0.254,-1.087,0.27703672720382,0.459731138833309,0.69,-0.535,-2.00499999999999,0.045,0.140860141684216,0.926,-0.112,-0.522,0.601677452357228,0.755717639179771,0.804,-0.315,-1.13199999999999,0.257796549294069,0.309556467372577
SAM23877_RS34715,NZ_CP012382.1,7993970,7994488,+,519,NA,NA,NA,NA,NA,WP_053141800.1,WP_053141800.1,A0AC03,hypothetical protein,Uncharacterized protein,53,72,76,84,40,31,23,39,28,37,31,52,34,False,6.7,7.1,7.2,7.4,6.3,5.8,5.9,6.7,6.1,6.2,5.5,5.9,6.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.108,0.148,0.538,0.590769142117109,0.746464892516366,1.03,0.043,0.142999999999999,0.886359054907095,0.941126530943548,1.476,0.562,1.79099999999999,0.0733,0.174320862484991,0.669,-0.58,-1.49,0.136330552296343,0.174749023429512
SAM23877_RS34720,NZ_CP012382.1,7994912,7996033,-,1122,NA,NA,NA,NA,NA,WP_053143174.1,WP_053143174.1,A0AC02,hypothetical protein,Phenylalanyl-tRNA synthetase (EC 6.1.1.20),30,64,60,143,128,41,31,32,571,330,214,278,481,False,4.8,5.9,5.8,7,6.8,9,7.6,8,8.7,8.2,4.8,5.2,4.9,1,1,1,1,1,2,1,2,2,2,1,1,0,0.9,-0.152,-0.579999999999999,0.56160951579031,0.722662940434773,0.477,-1.067,-3.00499999999999,0.00266,0.0166,0.588,-0.767,-2.42799999999999,0.0152,0.0527,14.873,3.895,10.1679999999999,2.75E-024,2.96E-023
SAM23877_RS34725,NZ_CP012382.1,7996374,7997268,-,895,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,2,1,2,9,28,1,1,12,23,81,3,33,54,False,1.7,1.2,1.7,3.5,5,4.7,2.2,5.2,5.9,6.5,1.2,1.2,3.9,0,0,0,0,0,0,0,0,1,1,0,0,0,1.423,0.509,1.40399999999999,0.160322317109164,0.309338226751832,0.403,-1.31,-2.539,0.0111,0.0498,1.145,0.195,0.578999999999999,0.562914226646703,0.727545722868748,22.072,4.464,5.766,0.00000000813,0.0000000263
SAM23877_RS34730,NZ_CP012382.1,7997496,7998264,-,769,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,14,8,10,55,99,8,8,43,109,63,58,120,98,False,4.3,3.5,3.8,6.2,7,7.2,6.3,7.3,7,6.4,3.5,3.5,5.8,0,0,0,1,1,1,1,1,1,1,0,0,1,0.922,-0.116,-0.472999999999999,0.636300701140008,0.78146883352854,0.634,-0.657,-2.197,0.028,0.100753049440416,1.057,0.08,0.342,0.73246817644619,0.849044752291243,6.684,2.741,7.95699999999999,1.76E-015,0.0000000000000101
SAM23877_RS34735,NZ_CP012382.1,7998502,7998948,+,447,NA,NA,NA,NA,NA,WP_053141802.1,WP_053141802.1,A0A0K2B505,helix-turn-helix transcriptional regulator,Putative transcriptional regulator,98,67,134,271,857,56,49,408,435,645,242,561,596,False,7.8,7.2,8.2,9.2,10.9,9.9,9.1,10.3,10.4,10.5,6.8,7,9.8,2,1,2,2,3,3,2,3,3,3,1,1,3,1.247,0.319,1.298,0.194428478752651,0.359025726617678,0.648,-0.625,-2.194,0.0282,0.101145868331263,1.19,0.251,1.05299999999999,0.29246200674281,0.471307072414788,5.837,2.545,8.316,9.08E-017,5.71E-016
SAM23877_RS34740,NZ_CP012382.1,7999327,7999845,-,519,NA,NA,NA,NA,NA,WP_053141804.1,WP_053141804.1,A0A0K2B4N3,YceI family protein,YceI family protein,176,124,103,160,118,112,123,22,297,233,220,315,291,False,8.4,7.9,7.6,8.3,7.8,9.2,8.7,9.2,9.1,8.8,7.9,7.8,5.5,2,2,2,2,2,2,2,2,2,2,2,2,0,0.989,-0.016,-0.078,0.937705294475698,0.97198882765731,0.79,-0.34,-1.427,0.1535545670787,0.329696212678763,1.042,0.059,0.316,0.752376540722598,0.8637949593007,1.65,0.723,2.975,0.00293,0.005
SAM23877_RS34745,NZ_CP012382.1,8000951,8001844,-,894,NA,NA,NA,NA,NA,WP_053141805.1,WP_053141805.1,A0ABZ9,hypothetical protein,Putative integral membrane protein,369,1044,915,539,420,848,1010,336,451,426,356,338,541,False,8.7,10.2,10,9.2,8.9,9,8.6,8.6,9.2,8.9,10.1,9.9,8.6,2,3,3,2,2,2,2,2,2,2,3,3,2,1.126,0.172,0.679,0.497072835149825,0.673177059838613,0.857,-0.223,-0.796,0.42603781106735,0.6325251578566,0.829,-0.27,-1.054,0.29209558722471,0.470924357686274,1.45,0.536,1.597,0.110191698421314,0.143792489633386
SAM23877_RS34750,NZ_CP012382.1,8002316,8002753,+,438,NA,NA,NA,NA,NA,WP_053141807.1,WP_053141807.1,A0ABZ8,Rrf2 family transcriptional regulator,Putative HTH-type transcriptional regulator YwnA (Putative transcriptional regulator),37,32,24,64,88,35,41,70,50,35,37,38,55,False,6.4,6.2,5.8,7.2,7.7,6.9,6.4,6.5,7,6.4,6.6,6.4,7.3,1,1,1,1,2,1,1,1,1,1,1,1,1,1.051,0.072,0.272,0.785378256850601,0.88323735787564,0.833,-0.264,-0.888,0.374430037172229,0.586384220457585,0.841,-0.251,-0.912,0.36167677308122,0.543631445958501,1.459,0.545,1.478,0.139457690239984,0.178319346613528
SAM23877_RS34755,NZ_CP012382.1,8002873,8003223,+,351,NA,NA,NA,NA,NA,WP_053141809.1,WP_053141809.1,A0A0K2B509,hypothetical protein,NADPH:quinone reductase and related Zn-dependent oxidoreductase,66,47,104,181,65,74,59,138,37,33,34,37,51,False,7.6,7.1,8.2,9,7.6,6.8,6.6,6.8,7.2,6.6,7.4,7.7,8.6,2,1,2,2,2,1,1,1,1,1,1,2,2,1.217,0.283,1.052,0.292971960156801,0.476419685575422,0.959,-0.06,-0.21,0.833573472915095,0.913414942337634,1.005,0.007,0.027,0.978461341465141,0.995634503329552,0.769,-0.38,-1.106,0.268791109184158,0.321361547068786
SAM23877_RS34760,NZ_CP012382.1,8003236,8003766,-,531,NA,NA,NA,NA,NA,WP_053142013.1,WP_159041960.1,A0A0K2AJT2,transposase,Transposase,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA
SAM23877_RS34765,NZ_CP012382.1,8003763,8004302,-,540,NA,NA,NA,NA,NA,WP_053126011.1,WP_053126011.1,A0ABS1,winged helix-turn-helix domain-containing protein,Putative IS630 family transposase (Putative transposase) (Transposase),0,0,0,0,0,0,0,0,0,1,0,1,0,False,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.9,0.9,1.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,NA,1.022,0.031,0.140999999999999,0.887827077242626,0.948823938790998,0.985,-0.022,-0.026,0.979074363408493,0.98432951069351
SAM23877_RS34770,NZ_CP012382.1,8004639,8005445,+,807,NA,NA,NA,NA,NA,WP_107408701.1,WP_167355250.1,A0A0K2B4W8,IS5 family transposase,Transposase,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA
SAM23877_RS38555,NZ_CP012382.1,8005363,8005902,-,540,NA,NA,NA,NA,NA,WP_053125971.1,WP_167355252.1,A0A0K2AJQ7,hypothetical protein,Uncharacterized protein,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0.9,0.9,0.9,0.9,1.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,NA,1,0,0,1,1,1,0,0,1,1
SAM23877_RS34775,NZ_CP012382.1,8006323,8006556,+,234,NA,NA,NA,NA,NA,WP_053141813.1,WP_053141813.1,A0ABZ3,zinc-binding dehydrogenase,Putative alcohol dehydrogenase,0,0,0,0,0,0,1,0,1,2,4,5,4,False,2.1,2.1,2.1,2.1,2.1,3.1,4.4,4.7,4.4,3.7,3.1,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.172,0.229,0.574999999999999,0.565227198777277,0.725656359765907,1.096,0.132,0.499,0.61766956940345,NA,1.217,0.283,0.736999999999999,0.460821904196637,0.64193244763576,6.234,2.64,2.095,0.0362,0.0519
SAM23877_RS36840,NZ_CP012382.1,8006585,8007067,+,483,NA,NA,NA,NA,NA,WP_063796805.1,WP_063796805.1,A0A0K2B4P3,GNAT family N-acetyltransferase,Putative Acetyltransferase,3,2,6,18,5,5,5,10,6,5,2,8,5,False,3,2.6,3.9,5.3,3.6,3.9,2.6,4.2,3.6,3.6,3.6,3.6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,-0.073,-0.233,0.815797331564384,0.902529078763869,0.773,-0.372,-1.034,0.301227009520893,0.51164404283265,1.11,0.15,0.45,0.652830137488324,0.795483595388192,1.539,0.622,0.919,0.358334126781986,0.415167453789438
SAM23877_RS34785,NZ_CP012382.1,8007521,8008501,-,981,NA,NA,NA,NA,NA,WP_053141817.1,WP_053141817.1,A0A0K2B5F1,pyridoxal-phosphate dependent enzyme,Putative threonine dehydratase,21,37,40,58,17,31,38,39,48,22,10,15,35,False,4.5,5.3,5.4,5.9,4.2,5.6,3.5,4,5.2,4.6,5.3,5,5.3,0,1,1,1,0,1,0,0,0,0,1,1,0,0.847,-0.24,-0.853999999999999,0.392854259902316,0.578807604849223,0.304,-1.719,-3.609,0.000307,0.003,0.417,-1.263,-3.088,0.00202,0.0105,1.64,0.714,1.696,0.0899,0.119156932482263
SAM23877_RS34790,NZ_CP012382.1,8008888,8009244,+,357,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,9,3,0,3,2,5,10,2,7,0,0,2,2,False,4.8,3.5,1.5,3.5,3.1,4.5,1.5,3.1,3.1,1.5,4.9,4.1,3.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.775,-0.368,-0.964999999999999,0.334447276389277,0.521305818181647,0.419,-1.255,-2.46099999999999,0.0139,NA,0.73,-0.455,-1.121,0.262407012973968,0.436448822808478,0.406,-1.302,-1.468,0.142213313486956,0.181556842890985
SAM23877_RS34795,NZ_CP012382.1,8009298,8009834,+,537,NA,NA,NA,NA,NA,WP_053143176.1,WP_053143176.1,A0A0K2B554,DUF4240 domain-containing protein,DUF4240 domain-containing protein,74,41,36,77,34,71,81,15,290,91,226,107,164,True_Repressed in HT (vs MM),7.1,6.3,6.1,7.2,6,9.1,8.7,7.7,8.3,7.4,7.3,7.1,4.9,1,1,1,1,1,2,2,2,2,1,1,1,0,0.636,-0.653,-2.67099999999999,0.00757,0.03,0.831,-0.266,-1.076,0.281858725249898,0.490076797914693,0.409,-1.288,-4.596,0.00000431,0.0000555,2.187,1.129,4.14499999999999,0.000034,0.0000743
SAM23877_RS34800,NZ_CP012382.1,8009946,8010476,-,531,NA,NA,NA,NA,NA,WP_053142013.1,WP_159041960.1,A0A0K2AJT2,transposase,Transposase,1,0,0,2,0,0,1,1,2,1,0,1,1,False,1.9,0.9,0.9,2.5,0.9,2.5,0.9,1.9,1.9,1.9,1.9,0.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882,-0.181,-0.462,0.644072764146649,0.786781194329644,0.807,-0.31,-1.09,0.275798065082473,NA,0.817,-0.292,-0.754,0.451041527990694,0.63374848277977,1.446,0.533,0.504,0.614302853071776,0.665293761635339
SAM23877_RS34805,NZ_CP012382.1,8010473,8011012,-,540,NA,NA,NA,NA,NA,WP_053126011.1,WP_053126011.1,A0ABS1,winged helix-turn-helix domain-containing protein,Putative IS630 family transposase (Putative transposase) (Transposase),0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA,1,0,NA,NA,NA
SAM23877_RS39825,NZ_CP012382.1,8011487,8012062,-,576,NA,NA,NA,NA,NA,WP_159042039.1,WP_159042039.1,NA,hypothetical protein,NA,38,46,53,90,54,30,35,20,107,53,36,60,73,False,6.1,6.4,6.6,7.3,6.6,7.6,6,6.7,7,6.6,6,5.8,5.2,1,1,1,1,1,2,1,1,1,1,1,1,0,0.781,-0.358,-1.365,0.172327188414725,0.326746571706876,0.405,-1.306,-3.592,0.000328,0.00316,0.658,-0.604,-2.088,0.0368,0.1036736547744,1.899,0.925,2.73,0.00633,0.0103
SAM23877_RS34810,NZ_CP012382.1,8012189,8012440,-,252,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,2,1,0,1,2,0,1,1,2,0,0,2,4,False,3.6,3,2,3,3.6,3.6,2,3.6,4.3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.197,0.26,0.68,0.496331247997979,0.672673177413174,0.743,-0.429,-1.29299999999999,0.196115524005602,NA,0.966,-0.05,-0.137,0.89085752720348,0.950012696883388,1.807,0.854,0.9,0.36793899815052,0.425149380178669
SAM23877_RS34815,NZ_CP012382.1,8012720,8013752,+,1033,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,0,2,1,2,2,2,3,0,2,2,0,3,6,False,0,1.5,1,1.5,1.5,1.5,0,2,2.8,1.5,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.475,1.108,0.268021014585838,0.449470503110548,0.792,-0.336,-1.066,0.286204952416649,NA,1.152,0.204,0.538,0.590329403948379,0.746728362916522,4.721,2.239,2.15,0.0315,0.0457
SAM23877_RS40440,NZ_CP012382.1,8014080,8014586,-,507,NA,NA,NA,NA,NA,WP_053141819.1,WP_053141819.1,A0A0K2B5F9,hypothetical protein,Uncharacterized protein,32,42,35,74,112,41,46,140,53,35,22,25,64,False,6,6.4,6.1,7.2,7.8,6.7,5.5,5.7,7,6.1,6.5,6.4,8.1,1,1,1,1,2,1,1,1,1,1,1,1,2,1.098,0.134,0.491999999999999,0.622518647472368,0.769979464914605,0.558,-0.841,-2.31199999999999,0.0208,0.0803,0.597,-0.743,-2.17499999999999,0.0296,0.0879,1.873,0.905,2.25999999999999,0.0238,0.0353
SAM23877_RS39830,NZ_CP012382.1,8014952,8015128,+,177,NA,NA,NA,NA,NA,WP_159042040.1,WP_159042040.1,A0A0K2B5Q8,hypothetical protein,Uncharacterized protein,1,0,0,1,1,1,0,1,0,2,0,0,3,False,3.5,2.5,2.5,3.5,3.5,2.5,2.5,2.5,4.5,4.1,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.412,0.960999999999999,0.336698325546949,0.523655091180693,1,-0.001,-0.002,0.99821029496626,NA,0.892,-0.165,-0.442,0.658562613574653,0.798738152442777,2.236,1.161,1.103,0.269964297689631,0.322500277125554
SAM23877_RS34825,NZ_CP012382.1,8015284,8016711,-,1428,NA,NA,NA,NA,NA,WP_053143178.1,WP_079030603.1,A0A0K2B564,PLP-dependent aminotransferase family protein,Putative GntR-family transcriptional regulator,198,149,162,178,144,122,126,114,318,193,164,275,395,False,7.1,6.7,6.8,7,6.7,7.8,6.9,7.6,8.1,7.1,6.5,6.4,6.3,1,1,1,1,1,2,1,1,2,1,1,1,1,1.181,0.24,1.11,0.267155023622488,0.448739353313929,0.58,-0.785,-3.01,0.00261,0.0165,0.904,-0.145,-0.728999999999999,0.465800602434489,0.645668576998851,1.982,0.987,3.991,0.0000657,0.000139
SAM23877_RS34830,NZ_CP012382.1,8016803,8017675,+,873,NA,NA,NA,NA,NA,WP_053141821.1,WP_053141821.1,A0ABY4,methyltransferase domain-containing protein,Putative methyltransferase,21,21,23,49,20,12,15,25,28,27,22,29,43,False,4.7,4.7,4.8,5.8,4.6,5.1,4.7,5.1,5.7,5,4.2,3.9,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1.293,0.371,1.254,0.209985946419709,0.378285410257946,0.895,-0.16,-0.515,0.606624785535518,0.77749408894576,1.022,0.031,0.109,0.913163158949325,0.960221228749795,1.954,0.967,2.274,0.023,0.0341
